연번,구분,구,구역명,유형,주소,면적_m2,세대수,추진현황,추진일자,촉진지구,추진지구,비고,상태,단계_순서,통학영향_임박도,전체주소,lat,lon,지오코딩방식,오류,slope_point,slope_300m_mean,slope_300m_max,slope_500m_mean,slope_500m_max
4,재건축,동구,가오동2,공동,천동 60-4,44346.0,952.0,착공,24.06.05.,False,,,진행,7,1_공사중,대전광역시 동구 천동 60-4,36.30988826571581,127.44830640773252,parcel,,0.6870948672294617,10.096773147583008,44.415584564208984,8.847086906433105,44.415584564208984
5,재건축,동구,삼성동1,단독,삼성동 288-1,49189.0,722.0,사업시행인가,24.09.11.,False,,,진행,5,3_사업시행,대전광역시 동구 삼성동 288-1,36.33833673688527,127.42728464143642,parcel,,0.3221546411514282,2.02785062789917,17.312297821044922,2.0086252689361572,20.932518005371094
6,재건축,동구,홍도동2,공동,홍도동 57-5,23221.0,461.0,사업시행인가,24.10.11.,False,,,진행,5,3_사업시행,대전광역시 동구 홍도동 57-5,36.347332977733366,127.42805508713109,parcel,,4.359544277191162,3.254199743270874,32.33957290649414,3.318326234817505,32.33957290649414
7,재건축,중구,문화동2,공동,문화동 1-47,15914.0,,,,False,,,진행,0,9_미정,대전광역시 중구 문화동 1-47,36.31893615630149,127.40818129452666,parcel,,0.8553306460380554,1.3707666397094727,7.59208869934082,1.7495861053466797,19.68777847290039
8,재건축,중구,문화동6,공동,문화동 311-4,20774.0,502.0,구역지정,25.11.25.,False,,,진행,2,5_초기,대전광역시 중구 문화동 311-4,36.31924260360277,127.405301390886,parcel,,0.4371244013309479,1.130581021308899,8.256887435913086,1.2674715518951416,9.758806228637695
9,재건축,중구,중촌동1,공동,중촌동 21,36096.0,808.0,준공,25.02.28.,False,,,완료,8,0_완료,대전광역시 중구 중촌동 21,36.33945077841456,127.40870316308838,parcel,,1.274943470954895,3.5130515098571777,31.878498077392578,3.5132625102996826,40.99125671386719
10,재건축,중구,태평동3,공동,태평동 312-2,26297.0,702.0,입안제안,,False,,,진행,1,6_입안,대전광역시 중구 태평동 312-2,36.32325309471224,127.401618087658,parcel,,0.5634154081344604,1.2087504863739014,17.532699584960938,1.236027479171753,25.61032485961914
11,재건축,중구,태평동5,단독,태평동 365-9,160342.0,2267.0,관리처분인가,25.05.15.,False,,,진행,6,2_관리처분,대전광역시 중구 태평동 365-9,36.32906207019696,127.39554957440504,parcel,,2.239232301712036,1.5968586206436157,17.82693862915039,1.9014657735824585,18.871362686157227
12,재건축,중구,태평동6,공동,태평동 383-1,27700.0,,,,False,,,진행,0,9_미정,대전광역시 중구 태평동 383-1,36.32438314110424,127.39477732957296,parcel,,0.3687984347343445,0.7860062122344971,6.518473148345947,1.0097072124481201,15.390564918518066
13,재건축,중구,태평동7,공동,태평동 403-1,37818.0,,,,False,,,진행,0,9_미정,대전광역시 중구 태평동 403-1,36.32356252925895,127.39184015501442,parcel,,0.1774929016828537,0.847520112991333,15.390564918518066,1.2605035305023193,17.707687377929688
14,재건축,중구,태평동8,공동,태평동 407,35635.0,,,,False,,,진행,0,9_미정,대전광역시 중구 태평동 407,36.32495928907011,127.3912624379118,parcel,,0.1911213994026184,1.3283568620681763,15.390564918518066,1.537306308746338,17.707687377929688
15,재건축,중구,삼부4,공동,태평동 393,43782.0,,,,False,,,진행,0,9_미정,대전광역시 중구 태평동 393,36.32214608293276,127.39195690856432,parcel,,0.2692130208015442,0.5371227264404297,4.012913227081299,0.9594259858131409,15.390564918518066
16,재건축,중구,오류동삼성,공동,오류동 175-1,138227.0,,,,False,,,진행,0,9_미정,대전광역시 중구 오류동 175-1,36.3237558746507,127.40799332660684,parcel,,1.2610344886779785,1.2653684616088867,8.075739860534668,1.7111012935638428,22.65865707397461
17,재건축,중구,중촌시영,공동,중촌동 10-3,19447.0,,,,False,,,진행,0,9_미정,대전광역시 중구 중촌동 10-3,36.341219775900896,127.40903814431007,parcel,,0.8687074780464172,2.5323069095611572,31.878498077392578,2.9100892543792725,31.878498077392578
18,재건축,서구,용문동1·2·3,단독,용문동 225-9,181764.9,2763.0,착공,21.12.30.,False,,,진행,7,1_공사중,대전광역시 서구 용문동 225-9,36.34001258869672,127.39776635073076,parcel,,0.28175801038742065,1.142096757888794,38.71823501586914,2.9462080001831055,60.07164764404297
19,재건축,서구,탄방동1,단독,탄방동 514-360,102493.4,1974.0,준공,25.12.24.,False,,숭어리샘,완료,8,0_완료,대전광역시 서구 탄방동 514-360,36.34242153529484,127.3805992003966,parcel,,2.751286268234253,2.713752508163452,23.687118530273438,3.1417253017425537,25.165517807006836
20,재건축,유성구,도룡동2,공동,도룡동 431,32780.0,263.0,구역지정,12.09.07.,False,도룡,,진행,2,5_초기,대전광역시 유성구 도룡동 431,36.382624510747576,127.37637069245798,parcel,,5.68666934967041,10.591863632202148,37.49929428100586,10.6632661819458,39.675880432128906
21,재건축,대덕구,법동2,공동,법동 281,27325.5,666.0,사업시행인가,26.02.06.,False,,삼정하이츠@,진행,5,3_사업시행,대전광역시 대덕구 법동 281,36.37304170719092,127.427242973426,parcel,,2.419180154800415,3.084691286087036,31.7795467376709,4.519045829772949,45.497318267822266
22,재건축,대덕구,연축주공,공동,연축동 102,43383.0,,,,False,,,진행,0,9_미정,대전광역시 대덕구 연축동 102,36.39560908800237,127.4234148115431,parcel,,9.319581031799316,6.944828987121582,30.003358840942383,8.865607261657715,43.0489387512207
23,재건축,대덕구,신대주공,공동,신대동 179,35408.0,,입안제안,,False,,,진행,1,6_입안,대전광역시 대덕구 신대동 179,36.39975610870832,127.4217039021346,parcel,,2.656808376312256,3.2671432495117188,31.846521377563477,5.031963348388672,43.18008804321289
24,재건축,대덕구,중리주공2,공동,법동 284-1,47368.0,,,,False,,,진행,0,9_미정,대전광역시 대덕구 법동 284-1,36.369643837286944,127.42527017287406,parcel,,3.2452073097229004,3.219249725341797,34.05231857299805,3.2374091148376465,34.29802703857422
25,재건축,대덕구,소라,공동,대화동 30-1,15793.0,,,,False,,,진행,0,9_미정,대전광역시 대덕구 대화동 30-1,36.36281209290992,127.41320894426865,parcel,,2.1870181560516357,8.447075843811035,38.15839385986328,7.954653739929199,52.37895965576172
